order_id,order_date,delivery_date,business_id,rider_id,flour_type_id,quantity_bags,price_per_bag,total_amount,payment_method,order_status
ORD-280077,2025-10-04,2025-10-04,BIZ-1011,2,3,4,10500.0,42000.0,POS,Cancelled
ORD-582515,2025-10-20,2025-10-20,BIZ-1039,1,2,39,9500.0,370500.0,Bank Transfer,Delivered
ORD-789666,2025-10-21,2025-10-21,BIZ-1038,2,2,1,10500.0,10500.0,Bank Transfer,Cancelled
ORD-731124,2025-10-29,2025-10-29,BIZ-1006,4,2,10,9800.0,98000.0,Bank Transfer,Pending
ORD-417508,2025-10-22,2025-10-22,BIZ-1044,4,2,29,10500.0,304500.0,Bank Transfer,Delivered
ORD-746703,2025-10-19,2025-10-19,BIZ-1028,4,3,27,9500.0,256500.0,Cash,Cancelled
ORD-806533,2025-10-11,2025-10-11,BIZ-1003,4,4,31,10000.0,294500.0,Bank Transfer,Cancelled
ORD-807896,2025-10-29,2025-10-29,BIZ-1005,1,1,24,9500.0,228000.0,Bank Transfer,Pending
ORD-417358,2025-10-12,2025-10-12,BIZ-1031,1,5,40,10000.0,400000.0,Bank Transfer,Cancelled
ORD-241677,2025-10-03,2025-10-03,BIZ-1003,3,3,19,9500.0,180500.0,POS,Pending
ORD-217348,2025-10-01,2025-10-01,BIZ-1035,4,5,4,9800.0,39200.0,Bank Transfer,Cancelled
ORD-829842,2025-10-25,2025-10-25,BIZ-1058,2,2,28,10500.0,294000.0,Cash,Pending
ORD-128117,2025-10-30,2025-10-30,BIZ-1000,2,4,27,9800.0,264600.0,Cash,Delivered
ORD-780130,2025-10-07,2025-10-07,BIZ-1052,1,3,1,9500.0,9500.0,Bank Transfer,Cancelled
ORD-353524,2025-10-05,2025-10-05,BIZ-1055,2,3,23,10500.0,241500.0,POS,Delivered
ORD-756470,2025-10-14,2025-10-14,BIZ-1011,2,1,19,10500.0,199500.0,POS,Pending
ORD-664744,2025-10-26,2025-10-26,BIZ-1018,3,2,38,9800.0,372400.0,POS,Cancelled
ORD-415535,2025-10-06,2025-10-06,BIZ-1030,2,4,37,10500.0,388500.0,Cash,Cancelled
ORD-255362,2025-10-24,2025-10-24,BIZ-1049,3,5,33,10500.0,346500.0,Cash,Delivered
ORD-122876,2025-10-15,2025-10-15,BIZ-1059,1,3,19,9800.0,186200.0,Cash,Pending
ORD-259826,2025-10-04,2025-10-04,BIZ-1053,1,2,14,9800.0,137200.0,POS,Pending
ORD-566895,2025-10-23,2025-10-23,BIZ-1001,1,4,25,9500.0,237500.0,Bank Transfer,Cancelled
ORD-594392,2025-10-29,2025-10-29,BIZ-1026,3,5,36,9500.0,342000.0,POS,Pending
ORD-571351,2025-10-01,2025-10-01,BIZ-1011,1,1,36,10000.0,360000.0,Bank Transfer,Delivered
ORD-311118,2025-10-18,2025-10-18,BIZ-1031,4,1,5,9800.0,49000.0,POS,Cancelled
ORD-969742,2025-10-09,2025-10-09,BIZ-1002,1,5,11,9800.0,107800.0,Cash,Pending
ORD-153395,2025-10-26,2025-10-26,BIZ-1055,2,3,12,9800.0,117600.0,POS,Pending
ORD-207650,2025-10-11,2025-10-11,BIZ-1058,3,2,33,10500.0,346500.0,Bank Transfer,Delivered
ORD-847732,2025-10-19,2025-10-19,BIZ-1007,3,5,29,10500.0,304500.0,POS,Cancelled
ORD-535878,2025-10-13,2025-10-13,BIZ-1008,4,4,19,9500.0,180500.0,Cash,Cancelled
ORD-872882,2025-10-26,2025-10-26,BIZ-1028,2,5,5,9800.0,49000.0,Cash,Pending
ORD-866591,2025-10-18,2025-10-18,BIZ-1011,4,1,30,10000.0,300000.0,POS,Pending
ORD-404899,2025-10-17,2025-10-17,BIZ-1018,4,5,33,10500.0,346500.0,POS,Pending
ORD-519095,2025-10-02,2025-10-02,BIZ-1003,3,3,13,9800.0,127400.0,Bank Transfer,Delivered
ORD-719749,2025-10-15,2025-10-15,BIZ-1015,3,4,26,9500.0,247000.0,POS,Delivered
ORD-811634,2025-10-22,2025-10-22,BIZ-1025,4,3,27,9500.0,256500.0,Bank Transfer,Delivered
ORD-611601,2025-10-28,2025-10-28,BIZ-1011,2,5,7,10500.0,73500.0,Cash,Cancelled
ORD-163653,2025-10-07,2025-10-07,BIZ-1058,2,5,29,10500.0,304500.0,Cash,Cancelled
ORD-542503,2025-10-16,2025-10-16,BIZ-1044,2,1,34,10500.0,357000.0,Cash,Pending
ORD-680130,2025-10-18,2025-10-18,BIZ-1022,1,5,23,9500.0,218500.0,Cash,Pending
ORD-779792,2025-10-02,2025-10-02,BIZ-1010,3,4,18,9500.0,171000.0,Cash,Cancelled
ORD-596330,2025-10-13,2025-10-13,BIZ-1048,4,2,29,10000.0,290000.0,Cash,Cancelled
ORD-752944,2025-10-04,2025-10-04,BIZ-1026,3,3,4,10000.0,40000.0,Cash,Pending
ORD-463608,2025-10-29,2025-10-29,BIZ-1059,3,2,17,10000.0,170000.0,Bank Transfer,Pending
ORD-557420,2025-10-14,2025-10-14,BIZ-1047,3,3,20,10000.0,200000.0,Cash,Delivered
ORD-402001,2025-10-01,2025-10-01,BIZ-1035,1,3,10,9800.0,98000.0,POS,Pending
ORD-592034,2025-10-22,2025-10-22,BIZ-1017,2,3,2,9800.0,19600.0,Bank Transfer,Cancelled
ORD-343377,2025-10-11,2025-10-11,BIZ-1010,3,2,5,10500.0,52500.0,Cash,Delivered
ORD-716204,2025-10-16,2025-10-16,BIZ-1020,2,2,3,10000.0,30000.0,Bank Transfer,Cancelled
ORD-455627,2025-10-28,2025-10-28,BIZ-1051,1,4,27,9500.0,256500.0,POS,Pending
ORD-994911,2025-10-28,2025-10-28,BIZ-1043,3,5,4,9800.0,39200.0,POS,Delivered
ORD-788870,2025-10-26,2025-10-26,BIZ-1036,3,1,14,10000.0,140000.0,POS,Delivered
ORD-407645,2025-10-15,2025-10-15,BIZ-1032,4,3,39,10500.0,409500.0,Bank Transfer,Pending
ORD-509333,2025-10-22,2025-10-22,BIZ-1016,2,4,22,9800.0,215600.0,Bank Transfer,Pending
ORD-973548,2025-10-29,2025-10-29,BIZ-1049,3,5,25,10000.0,250000.0,Cash,Delivered
ORD-784196,2025-10-29,2025-10-29,BIZ-1027,2,3,30,9800.0,294000.0,POS,Pending
ORD-934637,2025-10-23,2025-10-23,BIZ-1040,2,3,20,9500.0,190000.0,POS,Cancelled
ORD-985555,2025-10-15,2025-10-15,BIZ-1040,3,5,15,10000.0,150000.0,POS,Cancelled
ORD-317273,2025-10-05,2025-10-05,BIZ-1014,1,3,36,9500.0,342000.0,Bank Transfer,Delivered
ORD-885650,2025-10-09,2025-10-09,BIZ-1040,2,2,40,10000.0,400000.0,POS,Delivered
ORD-606346,2025-10-03,2025-10-03,BIZ-1030,2,2,15,9500.0,142500.0,Cash,Cancelled
ORD-309174,2025-10-04,2025-10-04,BIZ-1001,4,2,18,9500.0,171000.0,Cash,Delivered
ORD-616094,2025-10-05,2025-10-05,BIZ-1061,3,3,3,9800.0,29400.0,POS,Pending
ORD-536191,2025-10-04,2025-10-04,BIZ-1059,4,3,31,10000.0,310000.0,Cash,Cancelled
ORD-617708,2025-10-29,2025-10-29,BIZ-1000,2,4,24,9500.0,228000.0,POS,Pending
ORD-319606,2025-10-10,2025-10-10,BIZ-1056,1,4,18,9800.0,176400.0,POS,Cancelled
ORD-119011,2025-10-17,2025-10-17,BIZ-1041,4,5,9,10000.0,90000.0,Bank Transfer,Cancelled
ORD-373477,2025-10-11,2025-10-11,BIZ-1005,1,2,27,10000.0,264600.0,Bank Transfer,Pending
ORD-266309,2025-10-11,2025-10-11,BIZ-1031,4,5,2,10000.0,20000.0,Bank Transfer,Pending
ORD-627935,2025-10-06,2025-10-06,BIZ-1048,2,2,27,10500.0,283500.0,Bank Transfer,Pending
ORD-166758,2025-10-01,2025-10-01,BIZ-1002,4,3,13,9500.0,123500.0,Bank Transfer,Cancelled
ORD-219505,2025-10-11,2025-10-11,BIZ-1050,2,4,14,9500.0,133000.0,POS,Delivered
ORD-226550,2025-10-19,2025-10-19,BIZ-1054,2,2,30,9800.0,294000.0,Cash,Pending
ORD-609990,2025-10-17,2025-10-17,BIZ-1040,4,1,22,10000.0,220000.0,Cash,Delivered
ORD-456855,2025-10-08,2025-10-08,BIZ-1041,4,1,16,10000.0,156800.0,Bank Transfer,Cancelled
ORD-906747,2025-10-24,2025-10-24,BIZ-1006,4,4,31,10000.0,294500.0,Bank Transfer,Delivered
ORD-684080,2025-10-02,2025-10-02,BIZ-1048,3,4,15,10500.0,157500.0,POS,Pending
ORD-258522,2025-10-09,2025-10-09,BIZ-1056,4,4,21,10000.0,210000.0,POS,Cancelled
ORD-640422,2025-10-26,2025-10-26,BIZ-1059,4,5,18,10500.0,189000.0,POS,Pending
ORD-209200,2025-10-19,2025-10-19,BIZ-1009,4,3,5,10500.0,52500.0,Cash,Pending
ORD-559094,2025-10-22,2025-10-22,BIZ-1004,3,3,13,9500.0,123500.0,POS,Delivered
ORD-982478,2025-10-24,2025-10-24,BIZ-1058,2,4,30,9500.0,285000.0,Cash,Pending
ORD-211035,2025-10-23,2025-10-23,BIZ-1014,2,5,39,9500.0,370500.0,POS,Cancelled
ORD-739270,2025-10-24,2025-10-24,BIZ-1026,4,2,25,9800.0,245000.0,POS,Pending
ORD-206816,2025-10-24,2025-10-24,BIZ-1061,4,2,36,10500.0,378000.0,POS,Delivered
ORD-144008,2025-10-25,2025-10-25,BIZ-1060,4,3,10,9500.0,95000.0,Bank Transfer,Delivered
ORD-275160,2025-10-16,2025-10-16,BIZ-1023,3,2,16,10500.0,168000.0,Bank Transfer,Cancelled
ORD-315363,2025-10-19,2025-10-19,BIZ-1057,2,4,39,9500.0,370500.0,POS,Cancelled
ORD-264660,2025-10-28,2025-10-28,BIZ-1031,4,1,7,9800.0,68600.0,POS,Delivered
ORD-842563,2025-10-22,2025-10-22,BIZ-1006,3,3,2,10500.0,21000.0,Cash,Cancelled
ORD-630471,2025-10-14,2025-10-14,BIZ-1003,3,4,39,9500.0,370500.0,Cash,Cancelled
ORD-204117,2025-10-15,2025-10-15,BIZ-1023,4,2,9,9800.0,88200.0,POS,Cancelled
ORD-481405,2025-10-05,2025-10-05,BIZ-1012,1,2,10,10500.0,105000.0,Cash,Cancelled
ORD-244464,2025-10-11,2025-10-11,BIZ-1019,2,3,33,10500.0,346500.0,Bank Transfer,Delivered
ORD-311697,2025-10-04,2025-10-04,BIZ-1000,4,3,21,9500.0,199500.0,Cash,Pending
ORD-535945,2025-10-14,2025-10-14,BIZ-1020,1,2,33,10500.0,346500.0,Cash,Pending
ORD-106907,2025-10-24,2025-10-24,BIZ-1032,4,3,29,9500.0,275500.0,Bank Transfer,Cancelled
ORD-948450,2025-10-08,2025-10-08,BIZ-1012,1,4,7,9800.0,68600.0,Cash,Pending
ORD-400687,2025-10-15,2025-10-15,BIZ-1052,2,3,22,9500.0,209000.0,POS,Delivered
ORD-189374,2025-10-16,2025-10-16,BIZ-1043,3,3,23,9800.0,225400.0,POS,Cancelled
ORD-849941,2025-10-08,2025-10-08,BIZ-1050,2,5,15,10000.0,150000.0,Bank Transfer,Pending
ORD-478162,2025-10-23,2025-10-23,BIZ-1051,3,4,24,9800.0,235200.0,Cash,Delivered
ORD-357374,2025-10-19,2025-10-19,BIZ-1022,3,4,20,10000.0,210000.0,Bank Transfer,Delivered
ORD-890109,2025-10-05,2025-10-05,BIZ-1054,1,3,21,9500.0,199500.0,POS,Pending
ORD-925455,2025-10-16,2025-10-16,BIZ-1039,4,4,8,10000.0,80000.0,POS,Delivered
ORD-940715,2025-10-07,2025-10-07,BIZ-1033,4,3,38,10500.0,399000.0,POS,Delivered
ORD-529191,2025-10-13,2025-10-13,BIZ-1049,2,5,10,9800.0,98000.0,Cash,Pending
ORD-993796,2025-10-27,2025-10-27,BIZ-1053,2,3,33,10000.0,330000.0,Cash,Cancelled
ORD-815337,2025-10-16,2025-10-16,BIZ-1015,1,3,19,9500.0,180500.0,POS,Pending
ORD-131208,2025-10-11,2025-10-11,BIZ-1055,3,3,20,10000.0,190000.0,Bank Transfer,Delivered
ORD-907562,2025-10-14,2025-10-14,BIZ-1022,4,2,40,10000.0,400000.0,Cash,Cancelled
ORD-945411,2025-10-01,2025-10-01,BIZ-1059,2,3,14,9500.0,133000.0,Cash,Pending
ORD-172961,2025-10-16,2025-10-16,BIZ-1023,4,1,11,9800.0,107800.0,Bank Transfer,Cancelled
ORD-430096,2025-10-03,2025-10-03,BIZ-1047,3,2,26,9800.0,254800.0,POS,Delivered
ORD-909891,2025-10-13,2025-10-13,BIZ-1005,2,2,22,10000.0,220000.0,Bank Transfer,Delivered
ORD-164454,2025-10-05,2025-10-05,BIZ-1026,3,1,12,10000.0,120000.0,POS,Pending
ORD-138895,2025-10-12,2025-10-12,BIZ-1058,2,1,5,10000.0,50000.0,POS,Pending
ORD-772625,2025-10-20,2025-10-20,BIZ-1033,4,1,25,9500.0,237500.0,Cash,Pending
ORD-702466,2025-10-05,2025-10-05,BIZ-1018,2,3,25,10500.0,262500.0,Bank Transfer,Cancelled
ORD-762288,2025-10-02,2025-10-02,BIZ-1035,2,5,8,10000.0,80000.0,POS,Delivered
ORD-937886,2025-10-30,2025-10-30,BIZ-1050,3,3,32,10000.0,320000.0,Bank Transfer,Pending
ORD-645027,2025-10-20,2025-10-20,BIZ-1011,3,1,1,10000.0,10000.0,Bank Transfer,Delivered
ORD-539673,2025-10-30,2025-10-30,BIZ-1058,4,4,33,9500.0,313500.0,POS,Pending
ORD-813944,2025-10-13,2025-10-13,BIZ-1057,2,5,7,9800.0,68600.0,POS,Pending
ORD-419105,2025-10-22,2025-10-22,BIZ-1039,2,2,25,9500.0,237500.0,POS,Pending
ORD-428933,2025-10-22,2025-10-22,BIZ-1051,3,2,29,10000.0,290000.0,POS,Cancelled
ORD-108286,2025-10-28,2025-10-28,BIZ-1000,2,2,9,10500.0,94500.0,Bank Transfer,Delivered
ORD-653429,2025-10-25,2025-10-25,BIZ-1029,2,4,10,10500.0,105000.0,POS,Cancelled
ORD-253995,2025-10-19,2025-10-19,BIZ-1048,1,4,38,10500.0,399000.0,POS,Delivered
ORD-567863,2025-10-22,2025-10-22,BIZ-1051,4,3,27,10500.0,283500.0,Bank Transfer,Cancelled
ORD-670871,2025-10-20,2025-10-20,BIZ-1031,4,3,25,10500.0,262500.0,Bank Transfer,Delivered
ORD-748216,2025-10-19,2025-10-19,BIZ-1013,4,2,9,10000.0,90000.0,Cash,Delivered
ORD-831351,2025-10-20,2025-10-20,BIZ-1007,1,2,3,9800.0,29400.0,POS,Cancelled
ORD-951266,2025-10-11,2025-10-11,BIZ-1055,3,4,15,10000.0,150000.0,Bank Transfer,Cancelled
ORD-524154,2025-10-24,2025-10-24,BIZ-1061,1,3,29,10500.0,304500.0,Cash,Pending
ORD-416178,2025-10-24,2025-10-24,BIZ-1022,3,3,40,9500.0,380000.0,Cash,Cancelled
ORD-663539,2025-10-03,2025-10-03,BIZ-1007,1,5,5,10000.0,50000.0,Cash,Pending
ORD-860321,2025-10-11,2025-10-11,BIZ-1046,2,4,8,10000.0,80000.0,POS,Delivered
ORD-232126,2025-10-22,2025-10-22,BIZ-1037,2,4,14,9800.0,137200.0,Cash,Pending
ORD-667059,2025-10-16,2025-10-16,BIZ-1036,4,5,26,10000.0,260000.0,Bank Transfer,Pending
ORD-197328,2025-10-09,2025-10-09,BIZ-1041,4,2,4,9500.0,38000.0,Cash,Delivered
ORD-427420,2025-10-16,2025-10-16,BIZ-1044,3,5,25,9800.0,245000.0,POS,Cancelled
ORD-893820,2025-10-16,2025-10-16,BIZ-1029,2,2,25,10000.0,250000.0,POS,Delivered
ORD-124559,2025-10-20,2025-10-20,BIZ-1039,4,5,32,10500.0,336000.0,Bank Transfer,Pending
ORD-935294,2025-10-01,2025-10-01,BIZ-1001,3,2,39,9500.0,370500.0,POS,Pending
ORD-371256,2025-10-17,2025-10-17,BIZ-1023,2,5,1,9800.0,9800.0,Bank Transfer,Cancelled
ORD-911763,2025-10-08,2025-10-08,BIZ-1006,2,5,14,10000.0,140000.0,POS,Pending
ORD-543281,2025-10-10,2025-10-10,BIZ-1013,1,2,31,9800.0,303800.0,POS,Delivered
ORD-215806,2025-10-30,2025-10-30,BIZ-1040,1,2,20,10500.0,210000.0,Bank Transfer,Pending
ORD-982464,2025-10-22,2025-10-22,BIZ-1061,4,4,24,10000.0,240000.0,Cash,Cancelled
ORD-757446,2025-10-12,2025-10-12,BIZ-1059,1,2,31,10000.0,310000.0,Cash,Delivered
ORD-229827,2025-10-16,2025-10-16,BIZ-1056,4,3,8,10000.0,80000.0,POS,Pending
ORD-782583,2025-10-02,2025-10-02,BIZ-1060,1,4,14,9500.0,133000.0,Cash,Delivered
ORD-570534,2025-10-29,2025-10-29,BIZ-1044,2,2,38,10000.0,380000.0,Cash,Pending
ORD-872652,2025-10-09,2025-10-09,BIZ-1061,3,2,28,10500.0,294000.0,Bank Transfer,Cancelled
ORD-455446,2025-10-01,2025-10-01,BIZ-1055,3,4,34,10000.0,340000.0,Bank Transfer,Cancelled
ORD-944510,2025-10-30,2025-10-30,BIZ-1000,1,4,35,10500.0,367500.0,Cash,Delivered
ORD-709845,2025-10-23,2025-10-23,BIZ-1013,2,4,38,9500.0,361000.0,Bank Transfer,Pending
ORD-758237,2025-10-17,2025-10-17,BIZ-1046,4,3,15,10500.0,157500.0,Bank Transfer,Cancelled
ORD-985517,2025-10-20,2025-10-20,BIZ-1002,4,4,7,9500.0,66500.0,POS,Pending
ORD-467355,2025-10-18,2025-10-18,BIZ-1024,4,5,7,9500.0,66500.0,Cash,Pending
ORD-799318,2025-10-09,2025-10-09,BIZ-1037,4,4,9,10000.0,90000.0,Cash,Cancelled
ORD-849579,2025-10-24,2025-10-24,BIZ-1057,1,3,36,9500.0,342000.0,POS,Cancelled
ORD-246770,2025-10-18,2025-10-18,BIZ-1024,3,1,13,9800.0,127400.0,Cash,Delivered
ORD-644909,2025-10-22,2025-10-22,BIZ-1016,4,4,13,9500.0,123500.0,Bank Transfer,Delivered
ORD-210338,2025-10-23,2025-10-23,BIZ-1024,1,3,13,10000.0,123500.0,Cash,Cancelled
ORD-710658,2025-10-10,2025-10-10,BIZ-1006,2,2,22,10000.0,209000.0,Bank Transfer,Pending
ORD-916368,2025-10-06,2025-10-06,BIZ-1047,2,2,7,9500.0,66500.0,Bank Transfer,Pending
ORD-202747,2025-10-11,2025-10-11,BIZ-1022,3,4,27,10500.0,283500.0,Cash,Delivered
ORD-546370,2025-10-05,2025-10-05,BIZ-1005,1,4,17,10000.0,170000.0,Bank Transfer,Pending
ORD-185927,2025-10-25,2025-10-25,BIZ-1058,1,2,28,9800.0,274400.0,Bank Transfer,Delivered
ORD-545526,2025-10-03,2025-10-03,BIZ-1002,3,4,9,10000.0,90000.0,Cash,Delivered
ORD-599387,2025-10-27,2025-10-27,BIZ-1053,1,2,38,9800.0,372400.0,Bank Transfer,Pending
ORD-181865,2025-10-07,2025-10-07,BIZ-1009,3,4,25,9800.0,245000.0,POS,Cancelled
ORD-651818,2025-10-12,2025-10-12,BIZ-1029,3,4,40,9500.0,380000.0,Bank Transfer,Pending
ORD-686120,2025-10-13,2025-10-13,BIZ-1032,1,2,35,10000.0,350000.0,POS,Delivered
ORD-513959,2025-10-16,2025-10-16,BIZ-1047,1,5,13,9800.0,127400.0,Bank Transfer,Cancelled
ORD-712686,2025-10-27,2025-10-27,BIZ-1039,1,2,25,9500.0,237500.0,Bank Transfer,Cancelled
ORD-543990,2025-10-15,2025-10-15,BIZ-1016,2,3,39,10000.0,390000.0,POS,Pending
ORD-822487,2025-10-30,2025-10-30,BIZ-1043,1,1,22,9800.0,215600.0,Bank Transfer,Cancelled
ORD-613321,2025-10-28,2025-10-28,BIZ-1026,2,3,26,10000.0,260000.0,Cash,Delivered
ORD-537174,2025-10-22,2025-10-22,BIZ-1001,4,3,12,10000.0,120000.0,Bank Transfer,Pending
ORD-251357,2025-10-25,2025-10-25,BIZ-1007,2,2,12,9500.0,114000.0,Cash,Pending
ORD-608312,2025-10-16,2025-10-16,BIZ-1050,2,5,31,9800.0,303800.0,Bank Transfer,Cancelled
ORD-235670,2025-10-22,2025-10-22,BIZ-1025,2,3,31,9800.0,303800.0,Bank Transfer,Pending
ORD-638113,2025-10-30,2025-10-30,BIZ-1029,4,5,12,10500.0,126000.0,Cash,Cancelled
ORD-223792,2025-10-26,2025-10-26,BIZ-1016,4,3,5,10000.0,50000.0,Bank Transfer,Pending
ORD-577555,2025-10-21,2025-10-21,BIZ-1044,4,3,16,9500.0,152000.0,Cash,Delivered
ORD-882758,2025-10-15,2025-10-15,BIZ-1011,2,1,18,10000.0,189000.0,Bank Transfer,Pending
ORD-686181,2025-10-05,2025-10-05,BIZ-1010,1,5,38,10000.0,380000.0,Cash,Pending
ORD-224535,2025-10-12,2025-10-12,BIZ-1005,2,2,26,10500.0,273000.0,Cash,Delivered
ORD-528468,2025-10-19,2025-10-19,BIZ-1049,1,5,36,10500.0,378000.0,POS,Delivered
ORD-487538,2025-10-04,2025-10-04,BIZ-1021,1,3,10,10000.0,100000.0,Cash,Cancelled
ORD-142238,2025-10-18,2025-10-18,BIZ-1032,3,5,10,10000.0,100000.0,Cash,Delivered
ORD-223461,2025-10-16,2025-10-16,BIZ-1059,4,2,11,10500.0,115500.0,POS,Cancelled
ORD-492649,2025-10-12,2025-10-12,BIZ-1042,2,5,36,9800.0,352800.0,Bank Transfer,Cancelled
ORD-609529,2025-10-10,2025-10-10,BIZ-1031,2,3,19,10500.0,199500.0,Bank Transfer,Cancelled
ORD-249809,2025-10-01,2025-10-01,BIZ-1010,4,4,37,9500.0,351500.0,Cash,Cancelled
ORD-718265,2025-10-05,2025-10-05,BIZ-1046,2,3,35,9800.0,343000.0,POS,Cancelled
ORD-419987,2025-10-13,2025-10-13,BIZ-1026,4,1,16,9500.0,152000.0,Cash,Delivered
ORD-326053,2025-10-27,2025-10-27,BIZ-1004,3,3,33,10000.0,313500.0,POS,Cancelled
ORD-875590,2025-10-06,2025-10-06,BIZ-1050,3,4,13,10500.0,136500.0,Bank Transfer,Delivered
ORD-228270,2025-10-15,2025-10-15,BIZ-1021,4,2,32,9800.0,313600.0,Cash,Delivered
ORD-170846,2025-10-17,2025-10-17,BIZ-1036,3,4,31,9800.0,303800.0,Cash,Cancelled
ORD-537859,2025-10-27,2025-10-27,BIZ-1056,4,4,40,10500.0,420000.0,POS,Delivered
ORD-424745,2025-10-15,2025-10-15,BIZ-1006,1,1,25,10000.0,250000.0,Bank Transfer,Delivered
ORD-454233,2025-10-17,2025-10-17,BIZ-1052,1,5,19,10500.0,199500.0,Cash,Pending
ORD-598312,2025-10-24,2025-10-24,BIZ-1012,2,2,12,10000.0,120000.0,POS,Cancelled
ORD-974180,2025-10-26,2025-10-26,BIZ-1007,2,5,11,10500.0,115500.0,Cash,Delivered
ORD-898963,2025-10-19,2025-10-19,BIZ-1015,4,2,13,9500.0,123500.0,POS,Cancelled
ORD-767376,2025-10-05,2025-10-05,BIZ-1021,3,2,38,10000.0,380000.0,Cash,Cancelled
ORD-571785,2025-10-14,2025-10-14,BIZ-1048,3,2,17,9500.0,161500.0,POS,Pending
ORD-256219,2025-10-21,2025-10-21,BIZ-1002,4,4,25,10000.0,250000.0,POS,Pending
ORD-441013,2025-10-26,2025-10-26,BIZ-1055,4,2,29,9500.0,275500.0,Bank Transfer,Pending
ORD-755119,2025-10-03,2025-10-03,BIZ-1024,3,4,15,9500.0,142500.0,Cash,Delivered
ORD-529526,2025-10-20,2025-10-20,BIZ-1005,3,4,11,10000.0,110000.0,Cash,Cancelled
ORD-514603,2025-10-12,2025-10-12,BIZ-1025,3,4,16,10000.0,160000.0,Bank Transfer,Delivered
ORD-148045,2025-10-11,2025-10-11,BIZ-1051,2,2,15,10000.0,150000.0,Cash,Cancelled
ORD-564620,2025-10-29,2025-10-29,BIZ-1033,1,1,27,10500.0,283500.0,POS,Delivered
ORD-777292,2025-10-23,2025-10-23,BIZ-1050,2,4,19,9500.0,180500.0,POS,Delivered
ORD-273659,2025-10-03,2025-10-03,BIZ-1060,4,2,5,10500.0,52500.0,Bank Transfer,Delivered
ORD-699780,2025-10-22,2025-10-22,BIZ-1057,3,1,17,9500.0,161500.0,Bank Transfer,Pending
ORD-909076,2025-10-19,2025-10-19,BIZ-1016,3,4,38,10000.0,361000.0,Cash,Cancelled
ORD-688297,2025-10-22,2025-10-22,BIZ-1055,1,3,11,9500.0,104500.0,Cash,Delivered
ORD-775192,2025-10-20,2025-10-20,BIZ-1038,3,4,26,9500.0,247000.0,Bank Transfer,Pending
ORD-301774,2025-10-17,2025-10-17,BIZ-1035,1,5,10,9500.0,95000.0,POS,Cancelled
ORD-668154,2025-10-29,2025-10-29,BIZ-1042,2,2,22,10000.0,220000.0,Bank Transfer,Delivered
ORD-155442,2025-10-18,2025-10-18,BIZ-1020,3,3,21,9800.0,205800.0,Bank Transfer,Cancelled
ORD-647098,2025-10-29,2025-10-29,BIZ-1045,4,4,31,9500.0,294500.0,Bank Transfer,Cancelled
ORD-598949,2025-10-06,2025-10-06,BIZ-1049,3,5,25,9500.0,237500.0,Cash,Delivered
ORD-119570,2025-10-16,2025-10-16,BIZ-1052,3,1,6,10500.0,63000.0,Bank Transfer,Cancelled
ORD-657695,2025-10-04,2025-10-04,BIZ-1024,3,2,7,10000.0,70000.0,Cash,Pending
ORD-119895,2025-10-06,2025-10-06,BIZ-1026,3,5,1,9800.0,9800.0,Bank Transfer,Delivered
ORD-315802,2025-10-09,2025-10-09,BIZ-1048,2,5,9,10500.0,94500.0,Bank Transfer,Pending
ORD-839893,2025-10-08,2025-10-08,BIZ-1048,4,3,5,9800.0,49000.0,POS,Pending
ORD-707705,2025-10-26,2025-10-26,BIZ-1001,2,3,32,10000.0,336000.0,Bank Transfer,Cancelled
ORD-946118,2025-10-14,2025-10-14,BIZ-1051,3,4,5,9800.0,49000.0,POS,Pending
ORD-435996,2025-10-17,2025-10-17,BIZ-1018,4,4,20,9500.0,190000.0,POS,Pending
ORD-147168,2025-10-13,2025-10-13,BIZ-1043,1,4,11,9800.0,107800.0,Cash,Pending
ORD-124393,2025-10-15,2025-10-15,BIZ-1013,1,4,4,9500.0,38000.0,Cash,Delivered
ORD-289276,2025-10-11,2025-10-11,BIZ-1017,4,3,22,9500.0,209000.0,POS,Delivered
ORD-653545,2025-10-13,2025-10-13,BIZ-1041,4,5,25,10000.0,237500.0,Cash,Pending
ORD-369670,2025-10-10,2025-10-10,BIZ-1054,1,3,11,10000.0,110000.0,POS,Pending
ORD-204158,2025-10-03,2025-10-03,BIZ-1058,1,5,5,9500.0,47500.0,Cash,Pending
ORD-399212,2025-10-17,2025-10-17,BIZ-1043,2,5,5,10500.0,52500.0,Cash,Pending
ORD-367968,2025-10-05,2025-10-05,BIZ-1051,1,4,39,10000.0,390000.0,Bank Transfer,Pending
ORD-261719,2025-10-24,2025-10-24,BIZ-1002,4,3,7,10000.0,70000.0,Cash,Cancelled
ORD-527060,2025-10-10,2025-10-10,BIZ-1023,2,5,26,9800.0,254800.0,POS,Pending
ORD-161775,2025-10-21,2025-10-21,BIZ-1027,4,4,10,9800.0,98000.0,Cash,Delivered
ORD-441092,2025-10-19,2025-10-19,BIZ-1054,1,5,25,10500.0,262500.0,Cash,Pending
ORD-847949,2025-10-06,2025-10-06,BIZ-1044,4,4,2,10000.0,20000.0,Cash,Delivered
ORD-508881,2025-10-02,2025-10-02,BIZ-1036,2,5,3,10000.0,28500.0,Bank Transfer,Delivered
ORD-249380,2025-10-03,2025-10-03,BIZ-1010,4,2,1,10500.0,10500.0,Cash,Delivered
